Transaction ID,Timestamp,Sender Name,Sender UPI ID,Receiver Name,Receiver UPI ID,Amount (INR),Status
100074,2024-01-01 01:14:00,Anjali,user141@okaxis,Flipkart,merchant1612@oksbi,257.4,Success
100075,2024-01-01 01:15:00,Suresh,user143@okaxis,Paytm,merchant1925@oksbi,2495.7,Success
100076,2024-01-01 01:16:00,Ravi,user113@okaxis,Amazon,merchant1662@oksbi,4084.82,Success
100077,2024-01-01 01:17:00,Ravi,user177@okaxis,Paytm,merchant1399@oksbi,2803.57,Success
100078,2024-01-01 01:18:00,Priya,user101@okaxis,Paytm,merchant1781@oksbi,1372.34,Success
100079,2024-01-01 01:19:00,Ravi,user136@okaxis,Swiggy,merchant1969@oksbi,7282.84,Success
100080,2024-01-01 01:20:00,Ravi,user168@okaxis,Amazon,merchant1070@oksbi,8133.35,Success
100081,2024-01-01 01:21:00,Anjali,user137@okaxis,Flipkart,merchant1179@oksbi,2582.21,Success
100082,2024-01-01 01:22:00,Priya,user140@okaxis,Flipkart,merchant1123@oksbi,7746.45,Success
100083,2024-01-01 01:23:00,Anjali,user161@okaxis,IRCTC,merchant1380@oksbi,3861.68,Success
100084,2024-01-01 01:24:00,Anjali,user159@okaxis,Zomato,merchant1292@oksbi,5071.79,Success
100085,2024-01-01 01:25:00,Priya,user113@okaxis,IRCTC,merchant1796@oksbi,8561.45,Success
100086,2024-01-01 01:26:00,Amit,user188@okaxis,IRCTC,merchant1194@oksbi,7502.04,Success
100087,2024-01-01 01:27:00,Anjali,user183@okaxis,Flipkart,merchant1910@oksbi,8053.12,Success
100088,2024-01-01 01:28:00,Suresh,user101@okaxis,Swiggy,merchant1227@oksbi,1377.08,Success
100089,2024-01-01 01:29:00,Suresh,user169@okaxis,Paytm,merchant1430@oksbi,706.5,Success
100090,2024-01-01 01:30:00,Ravi,user116@okaxis,Paytm,merchant1941@oksbi,8935.11,Success
100091,2024-01-01 01:31:00,Suresh,user188@okaxis,Paytm,merchant1435@oksbi,3884.46,Success
100092,2024-01-01 01:32:00,Ravi,user127@okaxis,Amazon,merchant1786@oksbi,2885.92,Success
100093,2024-01-01 01:33:00,Amit,user165@okaxis,Flipkart,merchant1460@oksbi,7249.72,Success
100094,2024-01-01 01:34:00,Priya,user134@okaxis,Swiggy,merchant1617@oksbi,8365.79,Success
100095,2024-01-01 01:35:00,Priya,user104@okaxis,Amazon,merchant1020@oksbi,8626.27,Success
100096,2024-01-01 01:36:00,Priya,user164@okaxis,Zomato,merchant1063@oksbi,3166.81,Success
100097,2024-01-01 01:37:00,Suresh,user139@okaxis,Swiggy,merchant1164@oksbi,8523.6,Success
100098,2024-01-01 01:38:00,Amit,user175@okaxis,IRCTC,merchant1026@oksbi,418.93,Failed
100099,2024-01-01 01:39:00,Suresh,user155@okaxis,Swiggy,merchant1310@oksbi,506.12,Success
100100,2024-01-01 01:40:00,Suresh,user135@okaxis,Swiggy,merchant1284@oksbi,6238.96,Success
100101,2024-01-01 01:41:00,Amit,user144@okaxis,Paytm,merchant1659@oksbi,640.43,Success
100102,2024-01-01 01:42:00,Amit,user122@okaxis,Swiggy,merchant1280@oksbi,3252.85,Fraud
100103,2024-01-01 01:43:00,Amit,user146@okaxis,IRCTC,merchant1837@oksbi,6730.83,Success
100104,2024-01-01 01:44:00,Amit,user130@okaxis,IRCTC,merchant1830@oksbi,3379.3,Success
100105,2024-01-01 01:45:00,Priya,user110@okaxis,Flipkart,merchant1163@oksbi,1804.2,Success
100106,2024-01-01 01:46:00,Neha,user109@okaxis,Swiggy,merchant1897@oksbi,2820.69,Failed
100107,2024-01-01 01:47:00,Neha,user166@okaxis,Paytm,merchant1917@oksbi,4581.18,Success
100108,2024-01-01 01:48:00,Amit,user113@okaxis,Swiggy,merchant1223@oksbi,4759.1,Success
100109,2024-01-01 01:49:00,Neha,user179@okaxis,Zomato,merchant1783@oksbi,7832.17,Success
100110,2024-01-01 01:50:00,Neha,user173@okaxis,Zomato,merchant1145@oksbi,7504.03,Success
100111,2024-01-01 01:51:00,Amit,user192@okaxis,Paytm,merchant1964@oksbi,4573.61,Success
100112,2024-01-01 01:52:00,Neha,user109@okaxis,Flipkart,merchant1949@oksbi,8458.22,Success
100113,2024-01-01 01:53:00,Suresh,user175@okaxis,Flipkart,merchant1867@oksbi,1151.23,Success
100114,2024-01-01 01:54:00,Ravi,user193@okaxis,IRCTC,merchant1029@oksbi,2560.98,Success
100115,2024-01-01 01:55:00,Ravi,user100@okaxis,IRCTC,merchant1044@oksbi,8281.48,Success
100116,2024-01-01 01:56:00,Amit,user104@okaxis,Amazon,merchant1786@oksbi,3786.16,Success
100117,2024-01-01 01:57:00,Priya,user119@okaxis,Paytm,merchant1470@oksbi,9812.0,Success
100118,2024-01-01 01:58:00,Amit,user107@okaxis,Swiggy,merchant1033@oksbi,4667.87,Success
100119,2024-01-01 01:59:00,Priya,user142@okaxis,Paytm,merchant1652@oksbi,7921.44,Fraud
100120,2024-01-01 02:00:00,Ravi,user175@okaxis,Amazon,merchant1426@oksbi,4029.05,Success
100121,2024-01-01 02:01:00,Amit,user100@okaxis,IRCTC,merchant1829@oksbi,4255.29,Success
100122,2024-01-01 02:02:00,Anjali,user156@okaxis,Paytm,merchant1885@oksbi,3835.0,Success
100123,2024-01-01 02:03:00,Suresh,user163@okaxis,Paytm,merchant1220@oksbi,7193.57,Success
100124,2024-01-01 02:04:00,Neha,user183@okaxis,IRCTC,merchant1867@oksbi,5479.7,Success
100125,2024-01-01 02:05:00,Priya,user127@okaxis,Amazon,merchant1533@oksbi,9438.34,Success
100126,2024-01-01 02:06:00,Anjali,user136@okaxis,IRCTC,merchant1691@oksbi,2516.39,Success
100127,2024-01-01 02:07:00,Neha,user146@okaxis,Flipkart,merchant1947@oksbi,1014.62,Success
100128,2024-01-01 02:08:00,Neha,user175@okaxis,Swiggy,merchant1366@oksbi,3938.68,Success
100129,2024-01-01 02:09:00,Amit,user136@okaxis,IRCTC,merchant1931@oksbi,6170.96,Fraud
100130,2024-01-01 02:10:00,Neha,user148@okaxis,Amazon,merchant1840@oksbi,8609.38,Success
100131,2024-01-01 02:11:00,Suresh,user143@okaxis,Zomato,merchant1742@oksbi,3468.51,Fraud
100132,2024-01-01 02:12:00,Anjali,user155@okaxis,Flipkart,merchant1914@oksbi,6541.33,Fraud
100133,2024-01-01 02:13:00,Neha,user127@okaxis,Zomato,merchant1549@oksbi,3508.48,Success
100134,2024-01-01 02:14:00,Amit,user178@okaxis,IRCTC,merchant1581@oksbi,6176.02,Success
100135,2024-01-01 02:15:00,Suresh,user105@okaxis,Flipkart,merchant1115@oksbi,8849.23,Success
100136,2024-01-01 02:16:00,Ravi,user160@okaxis,Swiggy,merchant1238@oksbi,2321.26,Success
100137,2024-01-01 02:17:00,Anjali,user119@okaxis,IRCTC,merchant1334@oksbi,4048.37,Success
100138,2024-01-01 02:18:00,Neha,user177@okaxis,Swiggy,merchant1440@oksbi,9932.72,Fraud
100139,2024-01-01 02:19:00,Amit,user101@okaxis,Paytm,merchant1147@oksbi,8686.88,Success
100140,2024-01-01 02:20:00,Ravi,user172@okaxis,Zomato,merchant1008@oksbi,5650.75,Success
100141,2024-01-01 02:21:00,Ravi,user136@okaxis,Flipkart,merchant1287@oksbi,5171.11,Success
100142,2024-01-01 02:22:00,Priya,user119@okaxis,Swiggy,merchant1387@oksbi,2853.16,Success
100143,2024-01-01 02:23:00,Suresh,user125@okaxis,Amazon,merchant1049@oksbi,5176.92,Success
100144,2024-01-01 02:24:00,Neha,user128@okaxis,Swiggy,merchant1849@oksbi,8483.33,Success
100145,2024-01-01 02:25:00,Amit,user100@okaxis,Amazon,merchant1516@oksbi,6854.89,Success
100146,2024-01-01 02:26:00,Priya,user134@okaxis,IRCTC,merchant1915@oksbi,2907.54,Success
100147,2024-01-01 02:27:00,Suresh,user169@okaxis,Flipkart,merchant1854@oksbi,2022.62,Success
100148,2024-01-01 02:28:00,Priya,user158@okaxis,Swiggy,merchant1637@oksbi,2659.43,Success
100149,2024-01-01 02:29:00,Anjali,user168@okaxis,Swiggy,merchant1586@oksbi,1705.89,Success
100150,2024-01-01 02:30:00,Suresh,user132@okaxis,Flipkart,merchant1676@oksbi,965.45,Success
100151,2024-01-01 02:31:00,Suresh,user150@okaxis,Swiggy,merchant1277@oksbi,4197.17,Success
100152,2024-01-01 02:32:00,Neha,user177@okaxis,Amazon,merchant1953@oksbi,1141.86,Success
100153,2024-01-01 02:33:00,Suresh,user111@okaxis,Swiggy,merchant1835@oksbi,1727.41,Success
100154,2024-01-01 02:34:00,Priya,user119@okaxis,Zomato,merchant1988@oksbi,5477.77,Success
100155,2024-01-01 02:35:00,Suresh,user152@okaxis,IRCTC,merchant1299@oksbi,1654.35,Success
100156,2024-01-01 02:36:00,Neha,user187@okaxis,Paytm,merchant1801@oksbi,648.16,Success
100157,2024-01-01 02:37:00,Neha,user142@okaxis,Amazon,merchant1588@oksbi,3180.71,Success
100158,2024-01-01 02:38:00,Anjali,user197@okaxis,Zomato,merchant1809@oksbi,2210.99,Success
100159,2024-01-01 02:39:00,Priya,user188@okaxis,IRCTC,merchant1648@oksbi,5157.9,Success
100160,2024-01-01 02:40:00,Ravi,user149@okaxis,Flipkart,merchant1617@oksbi,1032.65,Failed
100161,2024-01-01 02:41:00,Ravi,user128@okaxis,Amazon,merchant1606@oksbi,7520.19,Success
100162,2024-01-01 02:42:00,Suresh,user156@okaxis,Paytm,merchant1134@oksbi,9063.27,Success
100163,2024-01-01 02:43:00,Anjali,user138@okaxis,IRCTC,merchant1579@oksbi,7436.92,Success
100164,2024-01-01 02:44:00,Amit,user194@okaxis,Paytm,merchant1146@oksbi,5332.94,Success
100165,2024-01-01 02:45:00,Suresh,user155@okaxis,Flipkart,merchant1489@oksbi,8608.07,Failed
100166,2024-01-01 02:46:00,Anjali,user142@okaxis,Flipkart,merchant1477@oksbi,6952.23,Success
100167,2024-01-01 02:47:00,Priya,user149@okaxis,Amazon,merchant1158@oksbi,115.41,Fraud
100168,2024-01-01 02:48:00,Priya,user122@okaxis,Swiggy,merchant1383@oksbi,3946.96,Success
100169,2024-01-01 02:49:00,Priya,user143@okaxis,Flipkart,merchant1162@oksbi,8511.01,Success
100170,2024-01-01 02:50:00,Priya,user137@okaxis,IRCTC,merchant1440@oksbi,3465.13,Success
100171,2024-01-01 02:51:00,Priya,user183@okaxis,Swiggy,merchant1852@oksbi,361.8,Success
100172,2024-01-01 02:52:00,Anjali,user122@okaxis,Zomato,merchant1188@oksbi,7464.33,Success
100173,2024-01-01 02:53:00,Anjali,user144@okaxis,Paytm,merchant1414@oksbi,8022.36,Success
100174,2024-01-01 02:54:00,Neha,user151@okaxis,Swiggy,merchant1338@oksbi,1614.33,Success
100175,2024-01-01 02:55:00,Ravi,user179@okaxis,Paytm,merchant1606@oksbi,5378.03,Success
100176,2024-01-01 02:56:00,Priya,user149@okaxis,Swiggy,merchant1180@oksbi,1927.63,Success
100177,2024-01-01 02:57:00,Amit,user107@okaxis,Zomato,merchant1287@oksbi,7195.15,Success
100178,2024-01-01 02:58:00,Anjali,user184@okaxis,Flipkart,merchant1833@oksbi,2722.79,Success
100179,2024-01-01 02:59:00,Amit,user100@okaxis,Zomato,merchant1186@oksbi,3168.99,Success
100180,2024-01-01 03:00:00,Amit,user107@okaxis,Flipkart,merchant1883@oksbi,8451.26,Success
100181,2024-01-01 03:01:00,Amit,user128@okaxis,Flipkart,merchant1137@oksbi,4768.46,Success
100182,2024-01-01 03:02:00,Neha,user195@okaxis,Paytm,merchant1129@oksbi,6700.85,Success
100183,2024-01-01 03:03:00,Anjali,user104@okaxis,IRCTC,merchant1193@oksbi,4029.71,Success
100184,2024-01-01 03:04:00,Amit,user185@okaxis,Zomato,merchant1315@oksbi,2987.09,Success
100185,2024-01-01 03:05:00,Priya,user146@okaxis,Swiggy,merchant1983@oksbi,6258.53,Success
100186,2024-01-01 03:06:00,Suresh,user133@okaxis,Zomato,merchant1784@oksbi,1557.03,Success
100187,2024-01-01 03:07:00,Amit,user164@okaxis,Paytm,merchant1863@oksbi,3736.27,Success
100188,2024-01-01 03:08:00,Neha,user154@okaxis,Flipkart,merchant1143@oksbi,2098.28,Success
100189,2024-01-01 03:09:00,Anjali,user189@okaxis,Paytm,merchant1015@oksbi,6960.99,Success
100190,2024-01-01 03:10:00,Neha,user142@okaxis,Amazon,merchant1301@oksbi,9442.65,Success
100191,2024-01-01 03:11:00,Amit,user173@okaxis,Amazon,merchant1422@oksbi,9955.15,Success
100192,2024-01-01 03:12:00,Anjali,user129@okaxis,Swiggy,merchant1244@oksbi,4508.27,Success
100193,2024-01-01 03:13:00,Suresh,user181@okaxis,Paytm,merchant1926@oksbi,2532.78,Success
100194,2024-01-01 03:14:00,Amit,user116@okaxis,Swiggy,merchant1106@oksbi,4433.87,Success
100195,2024-01-01 03:15:00,Neha,user125@okaxis,Swiggy,merchant1087@oksbi,8474.22,Success
100196,2024-01-01 03:16:00,Ravi,user107@okaxis,Amazon,merchant1128@oksbi,2068.0,Success
100197,2024-01-01 03:17:00,Priya,user146@okaxis,Swiggy,merchant1906@oksbi,9521.44,Success
100198,2024-01-01 03:18:00,Neha,user175@okaxis,Amazon,merchant1886@oksbi,3425.24,Success
100199,2024-01-01 03:19:00,Anjali,user190@okaxis,Flipkart,merchant1340@oksbi,9858.18,Failed
100200,2024-01-01 03:20:00,Amit,user171@okaxis,Paytm,merchant1003@oksbi,8387.7,Success
100201,2024-01-01 03:21:00,Priya,user188@okaxis,Swiggy,merchant1326@oksbi,8087.62,Success
100202,2024-01-01 03:22:00,Amit,user145@okaxis,Amazon,merchant1409@oksbi,3185.87,Success
100203,2024-01-01 03:23:00,Anjali,user167@okaxis,Zomato,merchant1878@oksbi,97.68,Success
100204,2024-01-01 03:24:00,Amit,user132@okaxis,Swiggy,merchant1305@oksbi,3827.51,Success
100205,2024-01-01 03:25:00,Ravi,user100@okaxis,IRCTC,merchant1907@oksbi,3025.08,Fraud
100206,2024-01-01 03:26:00,Priya,user118@okaxis,Flipkart,merchant1606@oksbi,383.6,Success
100207,2024-01-01 03:27:00,Priya,user130@okaxis,Flipkart,merchant1720@oksbi,5058.6,Success
100208,2024-01-01 03:28:00,Anjali,user179@okaxis,Zomato,merchant1224@oksbi,4036.28,Success
100209,2024-01-01 03:29:00,Ravi,user113@okaxis,Amazon,merchant1970@oksbi,6349.22,Success
100210,2024-01-01 03:30:00,Neha,user152@okaxis,Swiggy,merchant1347@oksbi,6215.65,Fraud
100211,2024-01-01 03:31:00,Amit,user147@okaxis,Amazon,merchant1991@oksbi,1216.26,Success
100212,2024-01-01 03:32:00,Suresh,user168@okaxis,Flipkart,merchant1320@oksbi,9769.89,Success
100213,2024-01-01 03:33:00,Amit,user189@okaxis,Amazon,merchant1558@oksbi,1877.44,Success
100214,2024-01-01 03:34:00,Amit,user161@okaxis,Flipkart,merchant1987@oksbi,4458.29,Success
100215,2024-01-01 03:35:00,Neha,user191@okaxis,Amazon,merchant1180@oksbi,4886.29,Success
100216,2024-01-01 03:36:00,Amit,user165@okaxis,Zomato,merchant1617@oksbi,8132.5,Success
100217,2024-01-01 03:37:00,Ravi,user163@okaxis,Paytm,merchant1710@oksbi,1001.3,Success
100218,2024-01-01 03:38:00,Ravi,user169@okaxis,Zomato,merchant1385@oksbi,4292.16,Success
100219,2024-01-01 03:39:00,Priya,user162@okaxis,Zomato,merchant1617@oksbi,6288.74,Failed
100220,2024-01-01 03:40:00,Anjali,user172@okaxis,Paytm,merchant1791@oksbi,2159.4,Success
100221,2024-01-01 03:41:00,Suresh,user132@okaxis,Paytm,merchant1771@oksbi,6278.4,Success
100222,2024-01-01 03:42:00,Amit,user140@okaxis,Swiggy,merchant1107@oksbi,9237.41,Success
100223,2024-01-01 03:43:00,Amit,user188@okaxis,Swiggy,merchant1530@oksbi,9975.21,Success
100224,2024-01-01 03:44:00,Neha,user147@okaxis,Zomato,merchant1409@oksbi,334.19,Success
100225,2024-01-01 03:45:00,Anjali,user112@okaxis,Zomato,merchant1970@oksbi,2363.53,Success
100226,2024-01-01 03:46:00,Ravi,user172@okaxis,Flipkart,merchant1295@oksbi,3109.97,Success
100227,2024-01-01 03:47:00,Suresh,user176@okaxis,Flipkart,merchant1817@oksbi,3997.27,Success
100228,2024-01-01 03:48:00,Priya,user130@okaxis,Swiggy,merchant1170@oksbi,2430.15,Success
100229,2024-01-01 03:49:00,Ravi,user174@okaxis,IRCTC,merchant1330@oksbi,2042.85,Success
100230,2024-01-01 03:50:00,Anjali,user167@okaxis,IRCTC,merchant1492@oksbi,9545.99,Success
100231,2024-01-01 03:51:00,Priya,user197@okaxis,Swiggy,merchant1194@oksbi,9186.03,Success
100232,2024-01-01 03:52:00,Neha,user103@okaxis,Flipkart,merchant1011@oksbi,479.46,Success
100233,2024-01-01 03:53:00,Neha,user118@okaxis,Flipkart,merchant1194@oksbi,3394.74,Failed
100234,2024-01-01 03:54:00,Amit,user169@okaxis,IRCTC,merchant1489@oksbi,4057.43,Success
100235,2024-01-01 03:55:00,Anjali,user197@okaxis,Amazon,merchant1794@oksbi,2397.76,Success
100236,2024-01-01 03:56:00,Suresh,user181@okaxis,Amazon,merchant1880@oksbi,6292.44,Success
100237,2024-01-01 03:57:00,Priya,user112@okaxis,Flipkart,merchant1181@oksbi,6407.4,Success
100238,2024-01-01 03:58:00,Ravi,user122@okaxis,Amazon,merchant1961@oksbi,8506.54,Success
100239,2024-01-01 03:59:00,Anjali,user182@okaxis,Paytm,merchant1816@oksbi,7411.28,Fraud
100240,2024-01-01 04:00:00,Anjali,user174@okaxis,Swiggy,merchant1655@oksbi,5430.31,Failed
100241,2024-01-01 04:01:00,Neha,user100@okaxis,Swiggy,merchant1897@oksbi,6539.33,Success
100242,2024-01-01 04:02:00,Amit,user187@okaxis,Flipkart,merchant1315@oksbi,2747.15,Success
100243,2024-01-01 04:03:00,Amit,user153@okaxis,Zomato,merchant1693@oksbi,5934.63,Success
100244,2024-01-01 04:04:00,Priya,user170@okaxis,IRCTC,merchant1029@oksbi,4897.38,Success
100245,2024-01-01 04:05:00,Neha,user188@okaxis,Flipkart,merchant1595@oksbi,1342.11,Success
100246,2024-01-01 04:06:00,Anjali,user184@okaxis,Amazon,merchant1677@oksbi,2433.02,Success
100247,2024-01-01 04:07:00,Suresh,user114@okaxis,IRCTC,merchant1795@oksbi,2924.02,Success
100248,2024-01-01 04:08:00,Neha,user164@okaxis,Zomato,merchant1792@oksbi,9243.85,Success
100249,2024-01-01 04:09:00,Priya,user175@okaxis,Amazon,merchant1095@oksbi,2311.56,Success
100250,2024-01-01 04:10:00,Priya,user170@okaxis,Paytm,merchant1380@oksbi,2899.55,Fraud
100251,2024-01-01 04:11:00,Neha,user114@okaxis,Amazon,merchant1777@oksbi,3699.85,Success
100252,2024-01-01 04:12:00,Priya,user120@okaxis,Paytm,merchant1443@oksbi,6640.79,Success
100253,2024-01-01 04:13:00,Neha,user118@okaxis,IRCTC,merchant1297@oksbi,1191.2,Fraud
100254,2024-01-01 04:14:00,Ravi,user159@okaxis,Paytm,merchant1807@oksbi,9539.91,Success
100255,2024-01-01 04:15:00,Neha,user192@okaxis,IRCTC,merchant1736@oksbi,8657.06,Success
100256,2024-01-01 04:16:00,Neha,user188@okaxis,IRCTC,merchant1844@oksbi,5776.39,Success
100257,2024-01-01 04:17:00,Priya,user132@okaxis,IRCTC,merchant1360@oksbi,6743.64,Success
100258,2024-01-01 04:18:00,Priya,user148@okaxis,IRCTC,merchant1373@oksbi,176.44,Success
100259,2024-01-01 04:19:00,Amit,user195@okaxis,IRCTC,merchant1553@oksbi,3396.06,Success
100260,2024-01-01 04:20:00,Amit,user134@okaxis,Amazon,merchant1302@oksbi,7958.65,Success
